LAMMPS (3 Mar 2020)
Reading data file ...
  orthogonal box = (0 0 0) to (17.469 17.469 17.469)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  217 atoms
  read_data CPU = 0.000975323 secs
Reading potential file library.meam with DATE: 2012-06-29
Reading potential file LiSi.meam with DATE: 2020-11-07
1 atoms in group Li
216 atoms in group Si
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair meam/c, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
  (2) pair meam/c, perpetual, half/full from (1)
      attributes: half, newton on
      pair build: halffull/newton
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 8.895 | 8.895 | 8.895 Mbytes
Step Temp E_pair E_mol TotEng Press Volume 
       0         1800   -951.04357            0   -900.78722   -114161.75    5330.9442 
    3200    1748.1151    -938.8863            0   -890.07859   -11397.809     4735.421 
Loop time of 2.2582 on 1 procs for 3200 steps with 217 atoms

Performance: 367.302 ns/day, 0.065 hours/ns, 1417.058 timesteps/s
100.0% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 2.1666     | 2.1666     | 2.1666     |   0.0 | 95.94
Neigh   | 0.041994   | 0.041994   | 0.041994   |   0.0 |  1.86
Comm    | 0.014594   | 0.014594   | 0.014594   |   0.0 |  0.65
Output  | 2.3775e-05 | 2.3775e-05 | 2.3775e-05 |   0.0 |  0.00
Modify  | 0.029917   | 0.029917   | 0.029917   |   0.0 |  1.32
Other   |            | 0.005057   |            |       |  0.22

Nlocal:    217 ave 217 max 217 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:    957 ave 957 max 957 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    4194 ave 4194 max 4194 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:  8388 ave 8388 max 8388 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 8388
Ave neighs/atom = 38.6544
Neighbor list builds = 71
Dangerous builds = 0
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 3200
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 9.664 | 9.664 | 9.664 Mbytes
Step PotEng KinEng TotEng Temp Press Density c_msdli[4] c_msdsi[4] 
    3200    -938.8863    48.807709   -890.07859    1748.1151   -11397.809    2.1297595            0 5.4350456e-32 
    3300   -939.33465    50.254112   -889.08054      1799.92    5665.2868    2.1667127 0.0030815888   0.12798413 
   48900   -935.71048    48.392088   -887.31839    1733.2291    2060.4052    2.1577155    7.4505874   0.16786208 
   49000   -934.90653    49.645104   -885.26142    1778.1076    10633.256    2.1719971    12.032235   0.17177651 
   49100    -943.5683    49.329355   -894.23894    1766.7986    -8078.793    2.1494803    15.221472   0.14563719 
   49200   -941.77807    54.250295   -887.52778    1943.0488   -5916.8917     2.145396    15.835946   0.16310472 
   49300   -937.54661    55.162317   -882.38429    1975.7142    6171.2063    2.1726678     12.55227    0.1597103 
   49400   -935.13455    43.242637   -891.89191    1548.7944    570.83094    2.1580522    7.7023087   0.17242475 
   49500   -934.08706    46.925552   -887.16151    1680.7031   -7769.6097    2.1412616     14.66014   0.18495493 
   49600   -932.74241    50.388518   -882.35389     1804.734    5727.8238    2.1611891    10.379382   0.16865705 
   49700   -942.34055     51.89736   -890.44319    1858.7752    8006.3941    2.1770295    30.529875   0.13162816 
   49800    -942.3758    50.031761   -892.34404    1791.9562   -11558.111    2.1353262     41.68204   0.15017931 
   49900   -933.70663    51.048623   -882.65801    1828.3766    594.50683    2.1483413    39.361781   0.15488104 
   50000   -942.57769    52.176957   -890.40073    1868.7894     17500.72    2.2057847    37.986255   0.14223909 
   50100   -941.23935     48.19976   -893.03959    1726.3406   -11436.422    2.1326181    34.924484    0.1336037 
   50200   -938.46139    49.395303   -889.06608    1769.1606   -6573.4721    2.1409366    39.213831   0.13182915 
   50300   -939.92287    53.976146   -885.94672    1933.2298    14910.524    2.1943231     36.10723   0.14955816 
   50400    -932.6237    55.940573   -876.68313    2003.5884    -1499.191    2.1366041    38.807267   0.16456376 
   50500   -936.13403    53.880975   -882.25305    1929.8211   -6493.4672    2.1313899    34.109109   0.14734581 
   50600   -938.67858    51.200641   -887.47793    1833.8213    6434.9854    2.1683151    40.205356   0.13786387 
   50700    -939.4103    49.405114   -890.00519     1769.512    5976.0599    2.1746916    40.172488   0.14337554 
   50800   -944.64318    50.162888   -894.48029    1796.6527   -7581.7388    2.1526096    37.942375   0.13592131 
   50900    -945.2558    46.407683   -898.84812    1662.1549   -1348.7285    2.1713386    38.085789   0.14249916 
   51000   -939.15387    51.131168   -888.02271     1831.333    4918.4711    2.1664582    38.540149   0.13093946 
   51100   -942.24561    53.538295   -888.70732    1917.5476    2326.3573     2.163763    35.862285   0.13103763 
   51200   -938.47184    47.937402   -890.53444    1716.9439   -3008.0752    2.1475664    37.435172   0.13135376 
   51300     -940.933    50.494112   -890.43889     1808.516   -661.55935    2.1558065    42.522848   0.14201325 
   51400   -941.37238    61.501275   -879.87111    2202.7526    2907.3576    2.1601328    40.824534   0.14783632 
   51500   -938.24882    53.875011   -884.37381    1929.6075   -785.07411    2.1448602    41.182074   0.13396192 
   51600   -943.64612    52.906516   -890.73961    1894.9195   -12560.341    2.1270683    40.357763   0.12099466 
   51700   -940.63773    51.332364   -889.30537    1838.5391      11564.9    2.1886303    35.683555   0.13891703 
   51800   -944.46271    47.917472   -896.54524    1716.2301    4194.4833    2.1815441    37.250264   0.14079757 
   51900   -943.83706    43.170766   -900.66629    1546.2203   -13489.723    2.1363494    41.315167   0.14296143 
   52000   -940.92757    48.604245   -892.32333    1740.8278    3612.3483    2.1729014    41.158674   0.15489282 
   52100   -941.29333    51.724014   -889.56932    1852.5666    8415.1443    2.1790657    37.954531   0.14732981 
   52200   -939.03394     47.61959   -891.41435     1705.561   -6905.1423    2.1412669    40.084039   0.13837648 
   52300   -945.05658    44.127178    -900.9294    1580.4755   -3259.7336    2.1701056    39.629565   0.13602675 
   52400   -946.77422     51.76879   -895.00543    1854.1703    3679.7752    2.1814249    42.679032   0.13739704 
   52500   -942.87917    52.783405   -890.09577    1890.5101   -1595.6217    2.1595896    38.413907   0.12362317 
   52600   -941.04191    51.279877   -889.76203    1836.6592   -4529.2767    2.1474281    38.311939   0.14965682 
   52700    -944.8447    46.415209   -898.42949    1662.4245    3292.1549    2.1800233    37.196618   0.14281674 
   52800   -944.81448    49.990082    -894.8244    1790.4634    -77.27456    2.1703386    36.344652   0.14066923 
   52900   -938.31797     48.91395   -889.40402    1751.9203   -1500.2591    2.1555438     38.05933   0.16381036 
   53000   -943.43828    53.562578    -889.8757    1918.4173   -5514.0127    2.1568752    37.143308   0.14122812 
   53100   -946.54504    47.288692   -899.25634    1693.7094    1911.6528    2.1846854    39.434226    0.1426411 
   53200   -938.64038    46.776442   -891.86394    1675.3625     729.3877    2.1634551    37.849612   0.14807013 
   53300   -937.48089    48.422513   -889.05838    1734.3188    300.60119    2.1587127    36.603292   0.14722827 
   53400   -940.42703    48.551874   -891.87515     1738.952    1700.1628    2.1680132    36.949073    0.1509434 
   53500   -945.58215     45.52104   -900.06111    1630.3986   -1000.7129    2.1783186    38.447815   0.15816627 
   53600   -934.54698    44.836433   -889.71055    1605.8784   -4865.4989    2.1430071    35.955461   0.16650077 
   53700   -936.75688    47.743144   -889.01373    1709.9863    9234.8972     2.182017    38.321081   0.15851631 
   53800   -940.68933    48.243135   -892.44619    1727.8941    3315.6912    2.1724074     36.43634   0.13342492 
   53900   -935.49993    51.299306   -884.20062    1837.3551   -7680.4125    2.1332068    35.647382   0.15331397 
   54000   -937.02061    52.842613   -884.17799    1892.6308    4155.9258     2.164811    38.324492   0.15803794 
   54100   -940.53625    50.611127   -889.92513     1812.707     2936.314      2.16916    39.250247    0.1561222 
   54200    -943.3839    50.682947   -892.70095    1815.2793   -7503.2232    2.1488766    38.927149   0.12717182 
   54300   -936.43663    53.395729    -883.0409    1912.4414    2426.6116    2.1568008    42.368238   0.17003357 
   54400   -939.12715    52.562205   -886.56495    1882.5876    5794.9223    2.1755014    36.411532   0.15605711 
   54500   -939.92949    47.357024   -892.57247    1696.1568   -6966.7825    2.1446165    41.926987   0.16836293 
   54600   -939.50596    50.875911   -888.63004    1822.1906   -3357.4896    2.1535505    35.970842   0.15219529 
   54700   -931.13763    50.937616   -880.20001    1824.4007    12459.927    2.1745211    44.929472   0.16130884 
   54800    -940.5412    50.390735   -890.15046    1804.8134   -3309.5365    2.1527246    37.687155   0.13467962 
   54900   -940.87817    48.686465    -892.1917    1743.7726   -11250.012    2.1328279    37.918319   0.14040607 
   55000   -941.70866      55.8802   -885.82846    2001.4261    10262.366    2.1862885    37.705483   0.14516289 
   55100   -943.75356    50.813895   -892.93967    1819.9694    1727.4354    2.1724971    37.544277   0.15945912 
   55200   -942.87705    46.438214   -896.43884    1663.2484    -7157.831     2.150107    38.734426   0.13921024 
   55300   -940.94431     52.43021    -888.5141      1877.86    1479.1338    2.1652221    39.865512   0.14160676 
   55400   -938.79253    48.352851   -890.43968    1731.8238    4222.2523    2.1681865    37.871507   0.14093309 
   55500   -946.83785    47.759605   -899.07824    1710.5758    -4849.621    2.1655498    41.204902   0.12447406 
   55600   -939.77164    49.894162   -889.87748    1787.0279   -2586.9417    2.1550526    36.601082    0.1344027 
   55700   -938.29099    49.922697   -888.36829      1788.05    5990.9213    2.1741834    38.192891   0.14983335 
   55800    -942.6239    48.056357   -894.56755    1721.2044    -1568.167    2.1610666    39.209309    0.1265152 
   55900   -940.98615    49.339436   -891.64672    1767.1597   -3168.2666    2.1527041    35.319412    0.1290858 
   56000   -936.79106    51.169249   -885.62181    1832.6969    2449.4757    2.1661078    37.913157   0.15531988 
   56100   -939.92495    48.944605   -890.98035    1753.0183    -4150.934     2.154713    39.428373   0.13671254 
   56200   -945.22788    52.081641   -893.14624    1865.3755   -6126.0803    2.1558633    33.305939   0.13216202 
   56300   -938.55004    56.079434    -882.4706    2008.5619    5459.4063    2.1693364    41.075138   0.14577076 
   56400   -940.13914    53.606103   -886.53304    1919.9762    1291.0508    2.1644184    38.221564    0.1497613 
   56500    -943.2745    50.419462   -892.85504    1805.8423   -14513.275    2.1323171    40.967429   0.14897484 
   56600   -940.77857    52.708391   -888.07018    1887.8234    6653.0942    2.1737632     38.11635   0.13766954 
   56700   -939.87768    60.818909   -879.05877    2178.3128    10559.403    2.1793233    37.641159   0.12998128 
   56800   -938.10422    49.497829   -888.60639    1772.8327   -13022.422    2.1248463    38.278416   0.13495141 
   56900   -940.68425    49.248721   -891.43553    1763.9106   -2298.2644     2.155409    37.793345   0.14271867 
   57000   -941.88497    54.794433   -887.09054    1962.5379    12529.064    2.1913998    39.433468   0.14624365 
   57100   -936.78964    52.753601   -884.03604    1889.4427   -5714.8307    2.1380499    41.657369   0.15109824 
   57200   -943.25425    47.926547    -895.3277    1716.5551   -2253.1162    2.1654236    39.928932   0.13836905 
   57300   -942.94105    51.623439   -891.31762    1848.9644    3598.7521    2.1784991    38.331144   0.13954622 
   57400   -939.82836    52.398113   -887.43025    1876.7104   -2064.2653     2.155394    37.906365   0.14817486 
   57500   -936.57353    49.948789   -886.62474    1788.9845   -3857.8369    2.1458958    35.334998   0.14151263 
   57600   -941.16422     45.51537   -895.64885    1630.1955    8574.0508    2.1897846    37.783263   0.14510668 
   57700   -940.29639    50.467422   -889.82897    1807.5601   -516.04385    2.1627608    39.607512    0.1560141 
   57800   -939.74084    50.872457   -888.86839    1822.0669   -10287.751    2.1389871    37.907329   0.14511725 
   57900   -944.91089    46.659074   -898.25182    1671.1588    3775.5481    2.1862337    43.307466   0.14095129 
   58000   -944.08639    52.086571   -891.99982    1865.5521    3694.1279    2.1769969    35.916214   0.15363678 
   58100   -937.32702    48.375726   -888.95129    1732.6431   -6200.4876    2.1414122     37.94731   0.14471238 
   58200    -943.6282    51.702011   -891.92619    1851.7785   -3831.5659    2.1591596    38.201828   0.13788535 
   58300     -943.236    46.014525   -897.22148    1648.0734    13726.712    2.2031873    35.249544   0.14789171 
   58400    -939.1298    53.357227   -885.77257    1911.0624   -9757.4886    2.1258381    37.908353   0.15575924 
   58500   -940.51372    50.796053   -889.71767    1819.3304   -9861.7384      2.13795    39.103788   0.14360432 
   58600   -940.62176    50.614359    -890.0074    1812.8228    19572.522    2.2099774    42.815144   0.17697775 
   58700    -943.1551    45.195991   -897.95911    1618.7565   -4534.1448    2.1605532    38.446536   0.13791985 
   58800   -943.30874    46.274062   -897.03468    1657.3691   -9501.0816     2.142003    37.438741   0.14195049 
   58900   -940.02632    50.481479   -889.54484    1808.0635    6253.0611    2.1748447    37.183787   0.13236391 
   59000   -944.58551    54.736095   -889.84942    1960.4484    -1861.399     2.161348    37.027488   0.13296221 
   59100   -942.03139    50.491446   -891.53995    1808.4205   -6335.2461    2.1486628    42.046457   0.13626102 
   59200    -947.5659     46.32213   -901.24377    1659.0907     375.2091    2.1816859    38.249876   0.13346705 
   59300   -938.90493    45.615705   -893.28922    1633.7891    3742.7107    2.1663272     41.31119   0.15052342 
   59400   -939.57979    49.463358   -890.11643    1771.5981    370.83361    2.1564787    39.056264   0.13592695 
   59500   -943.99944    53.732057   -890.26738    1924.4874    -3254.257    2.1554043    39.798456   0.13320801 
   59600   -946.42521    47.628327   -898.79688     1705.874   -258.75635    2.1759874    39.357877   0.13380292 
   59700   -942.06417    45.911833   -896.15234    1644.3953    22.530286     2.165108    36.862628   0.14181356 
   59800   -937.71775    47.531903   -890.18585    1702.4204    5445.2654    2.1654017    38.651549    0.1462298 
   59900   -938.40852    48.388557   -890.01996    1733.1026   -984.64074    2.1507628    34.057639   0.14259917 
   60000   -938.66257    45.673638   -892.98894    1635.8641   -321.79641    2.1506513    36.496583   0.13804022 
   60100   -944.94631     46.41138   -898.53493    1662.2873    10064.722    2.1970027    37.984295   0.14664356 
   60200   -940.23945    50.242296   -889.99716    1799.4968   -995.99145    2.1541155    42.277219   0.14245517 
   60300   -940.21413    49.944255   -890.26987    1788.8221   -11915.086    2.1269749    43.343935   0.13923708 
   60400   -937.06535    49.252779   -887.81257    1764.0559    10302.857    2.1837206    40.425993   0.14737243 
   60500   -931.04139    55.518748   -875.52264    1988.4802    4956.4875    2.1509934    34.299725   0.16101796 
   60600   -934.69805    49.980556   -884.71749    1790.1223   -6882.2183    2.1300965    37.789934   0.16535061 
   60700   -941.92849    52.262192   -889.66629    1871.8422    846.81617     2.163636    35.517658   0.15672593 
   60800   -940.21044    49.807449   -890.40299    1783.9222     9576.088    2.1839525    38.777345     0.154654 
   60900   -936.89445    49.866802   -887.02765     1786.048   -4244.4926    2.1421415    33.531792   0.14713362 
   61000   -935.44555      53.8058   -881.63976    1927.1286   -8115.7375    2.1289298    41.610982   0.16521891 
   61100   -938.52031    48.827862   -889.69245     1748.837     9450.128    2.1850168    38.384885    0.1460775 
   61200   -938.88833    47.692778   -891.19556    1708.1823    2720.0531    2.1650438    33.143733   0.13733924 
   61300   -936.98755    53.098542     -883.889    1901.7972   -5073.3547    2.1393882    35.521218   0.13393985 
   61400   -935.26052    50.996462   -884.26405    1826.5083    2013.8767    2.1535506    36.649185   0.16237909 
   61500   -934.21789    43.554597   -890.66329    1559.9677    6280.1177    2.1651899    41.837706   0.15565807 
   61600   -939.44646    51.099474   -888.34699    1830.1979   -1767.4633     2.155475     41.42825   0.14734818 
   61700   -932.14228    50.119259   -882.02302    1795.0901    715.13783    2.1515072    48.179705   0.16341578 
   61800    -935.9892    44.847391   -891.14181    1606.2709   -150.06799    2.1554964    50.437728    0.1676277 
   61900   -939.56571    48.255706      -891.31    1728.3444   -932.68489    2.1545034    63.476966   0.15915327 
   62000   -934.89501    47.959217   -886.93579    1717.7252    8292.4735    2.1706194    59.121652   0.16048881 
   62100   -938.00282    49.988958   -888.01386    1790.4232    1430.1102    2.1553626    55.034734   0.15681209 
   62200   -944.07017     47.06478   -897.00539    1685.6897     1135.082    2.1745537    39.870531   0.13867968 
   62300   -937.46598    47.842289   -889.62369    1713.5373    2798.1402    2.1693454    37.213095   0.15546786 
   62400   -938.13552    49.919655   -888.21586     1787.941   -2312.4389    2.1539794    39.265773   0.17252288 
   62500   -940.72616    43.137066   -897.58909    1545.0133    415.65523    2.1746272    36.301405   0.15478537 
   62600   -942.84009    49.978673   -892.86141    1790.0548    3008.7482    2.1803971    36.110747   0.14588084 
   62700   -940.84189    52.954717   -887.88718    1896.6459   -3148.0091    2.1586489    37.430507   0.14210859 
   62800   -940.73913      47.1061   -893.63303    1687.1697   -7463.1869    2.1443087    39.029657    0.1407646 
   62900    -940.8537    46.811304    -894.0424    1676.6111    9498.3516    2.1874398    37.203111   0.13957883 
   63000   -935.64574    51.062882   -884.58286    1828.8872    3439.2344    2.1602538    44.838344   0.15060548 
   63100   -940.40677    48.897413   -891.50936     1751.328   -10410.261    2.1362933    41.075335   0.14642956 
   63200   -941.27577    49.442303   -891.83347     1770.844    4044.0184     2.173448    38.700671   0.13694431 
   63300    -937.2222    56.311645   -880.91056    2016.8789    6853.5606    2.1682314    38.203499   0.14863797 
   63400   -938.80261    50.848906   -887.95371    1821.2234   -2877.9188    2.1446723    42.291109   0.14604679 
   63500    -940.7145     47.63468   -893.07982    1706.1015   -4029.6129    2.1512888    37.613265   0.14633074 
   63600   -936.50464     49.92618   -886.57846    1788.1747    10402.322    2.1778809    35.166349   0.14382636 
   63700   -937.67891    52.543058   -885.13585    1881.9018   -1287.7314    2.1481315        39.08   0.14218664 
   63800   -941.54043    46.998335    -894.5421    1683.3099   -6100.1864    2.1494841    37.154237   0.12173005 
   63900   -936.99342    47.709728   -889.28369    1708.7894    9232.0026    2.1774287    40.068008   0.15189876 
   64000   -936.85986    51.670946   -885.18891    1850.6659    4973.0191    2.1634124    39.399717   0.16677945 
   64100   -942.48679    47.919381   -894.56741    1716.2985   -11395.225    2.1376905    40.911255   0.14415975 
   64200   -943.62021    50.110165   -893.51004    1794.7644   -1246.2036    2.1684845    38.435032   0.16219668 
   64300   -939.17596     53.29186    -885.8841    1908.7212     12951.39     2.187308    36.917898   0.15965477 
   64400     -940.544     48.63937   -891.90463    1742.0858   -8560.2155    2.1382783    37.672368   0.14130853 
   64500   -945.57225    48.478026   -897.09423    1736.3071   -5970.2507     2.156216    38.812232   0.14616498 
   64600   -937.08088    50.660568   -886.42031    1814.4778    10370.099    2.1754942    40.580078   0.14228636 
   64700   -939.26938    50.356705   -888.91268    1803.5946    714.50426     2.155679    39.125389    0.1541745 
   64800   -941.37628    47.036781    -894.3395    1684.6869   -3465.9072    2.1569608    36.103006   0.14837508 
   64900   -938.54781    44.866673   -893.68114    1606.9615    7082.1482    2.1736847    36.549509    0.1673472 
   65000   -936.46329    50.861867   -885.60142    1821.6876   -1298.5847    2.1467478     37.33021   0.16685517 
   65100   -945.45675    53.973965   -891.48278    1933.1517   -6476.8894     2.155072    36.884257    0.1288537 
   65200   -943.00119    50.854752   -892.14644    1821.4328     5560.876     2.178459    38.194006   0.13464271 
   65300   -933.93018     52.61282   -881.31736    1884.4004   -243.39101    2.1390557    43.072905    0.1509632 
   65400   -941.73023    51.789887   -889.94035    1854.9259   -1711.4463      2.15953    38.098125   0.13605379 
   65500   -944.16387    52.504749   -891.65912    1880.5297    1546.1704    2.1682599    40.193413   0.13856168 
   65600   -936.81203    51.580944   -885.23109    1847.4424     -151.159    2.1539643    37.330778    0.1457149 
   65700   -935.94141    50.867421   -885.07399    1821.8865   -2933.5146    2.1433143    40.554422   0.14586927 
   65800   -941.34741    48.837982   -892.50943    1749.1994    3848.8627    2.1710704    42.607432   0.15202553 
   65900   -939.86631    51.303301   -888.56301    1837.4982    4496.7794    2.1693411    36.759146   0.13425427 
   66000   -936.99373    52.675052   -884.31868    1886.6293   -7965.9552    2.1330453    34.649675   0.13666824 
   66100   -942.87807    47.014188   -895.86388    1683.8777    3320.0523    2.1756714    36.096438   0.12814601 
   66200   -941.28533    50.080763   -891.20457    1793.7113    5679.8409    2.1738839    37.487711   0.13501232 
   66300   -943.18513      54.8376   -888.34753     1964.084   -9858.9967    2.1371244    38.559631   0.14438153 
   66400   -938.46815    51.375506   -887.09264    1840.0843   -2055.8603    2.1498679     35.83261   0.15892271 
   66500   -942.74073     46.74453    -895.9962    1674.2195    17293.231    2.2102228    39.790469   0.14789772 
   66600    -935.3781    45.613258   -889.76484    1633.7015   -3183.1037    2.1406566     42.02988   0.13387248 
   66700   -936.02781    46.769392   -889.25841      1675.11   -7954.8661     2.133213    38.639907   0.13892196 
   66800   -939.84465    45.906473   -893.93818    1644.2034    14237.082     2.195544    38.220302   0.13597457 
   66900   -947.38721    48.125113    -899.2621     1723.667    1360.0779     2.176602    37.819509   0.13330906 
   67000   -938.84235    49.568612   -889.27374    1775.3679    -13254.72    2.1270491    37.583586   0.14523093 
   67100   -937.21604    47.802559   -889.41348    1712.1143     6920.652    2.1719077    38.469295   0.15162043 
   67200   -945.82611    50.942903   -894.88321      1824.59    3482.1887    2.1824829     35.51125   0.14965981 
   67300   -937.66369      46.6095   -891.05419    1669.3833   -2576.3635    2.1510109    36.316458   0.14624368 
   67400   -937.63149    51.280854   -886.35064    1836.6942   -2352.7958    2.1477743    38.543693    0.1425125 
   67500    -939.1707     49.05216   -890.11854    1756.8705    2845.0699    2.1670618    41.059164   0.14778674 
   67600   -940.00385     46.90606   -893.09779     1680.005    1037.2822    2.1658978    39.898788   0.12272203 
   67700   -934.59779    51.994657   -882.60313    1862.2601   -214.21251    2.1426332    34.964853   0.14177815 
   67800   -937.55535    51.561913   -885.99344    1846.7607    4255.8618    2.1623745     36.79155   0.14379607 
   67900   -939.11099     48.28728   -890.82371    1729.4752   -2338.8304    2.1538819    27.334197   0.15905345 
   68000   -937.76721     51.09465   -886.67256    1830.0251   -3097.7505    2.1497249    24.771871   0.16803486 
   68100   -934.27992    56.844339   -877.43558    2035.9581    5812.8269    2.1586559    30.960076   0.16162935 
   68200   -940.30477    52.143464    -888.1613    1867.5898   -1080.7658    2.1603469    51.339742   0.15945394 
   68300   -941.16297    51.109453   -890.05352    1830.5552   -15965.557    2.1247749    44.622247   0.15718623 
   68400   -940.41247    55.305478   -885.10699    1980.8416    5563.4662    2.1745073    37.967429   0.18036456 
   68500   -941.60605    47.047721   -894.55833    1685.0787    9906.7569    2.1882862     40.02035   0.16128622 
   68600   -939.77183    45.843249   -893.92859    1641.9389   -14637.045    2.1244651    40.780494   0.16329074 
   68700   -939.23463    50.315328    -888.9193    1802.1126    2878.2971    2.1631279    35.055355   0.14943818 
   68800   -935.78594    48.319953   -887.46599    1730.6455    12597.997    2.1823084    38.083524   0.16840301 
   68900   -942.76513     45.87413     -896.891     1643.045   -9713.0794    2.1414976    39.306014   0.16472644 
   69000   -941.84798    48.858549   -892.98943    1749.9361   -1597.5411    2.1566308    38.603659   0.16169927 
   69100   -940.60481    54.773524   -885.83128     1961.789    8247.9826    2.1745771    34.901098   0.16533793 
   69200   -940.80279    49.234386    -891.5684    1763.3971   -3389.6627     2.148686    43.317163   0.16490299 
   69300   -940.72675     44.26404   -896.46271    1585.3774   -2495.2574    2.1589627    37.906261   0.17190743 
   69400   -936.21196    50.189971   -886.02199    1797.6228    6553.6508    2.1667058    37.199296   0.17391365 
   69500   -939.47604    52.419608   -887.05643    1877.4803    2735.9115    2.1649005     36.41709   0.17328684 
   69600   -940.95964     48.48541   -892.47423    1736.5715   -8424.2429    2.1385824     38.88966   0.16546806 
   69700   -940.89535    53.613217   -887.28213     1920.231    2894.2851     2.168256    40.667678   0.19674042 
   69800   -931.24214    48.360715   -882.88142    1732.1054    8950.7817    2.1643624    40.391111   0.17937909 
   69900   -939.18876    47.926542   -891.26221    1716.5549   -5612.7099    2.1458703    36.901617   0.17264202 
   70000   -939.31961    50.739713    -888.5799    1817.3125    1804.7072    2.1585849    39.249854   0.16018525 
   70100   -934.83155    55.100104   -879.73145    1973.4859    4180.6477     2.158622    41.812493   0.19055892 
   70200   -936.81574    47.298382   -889.51736    1694.0565   -832.95527    2.1564173    35.701748   0.17255356 
   70300   -937.66059    46.010026   -891.65057    1647.9123   -5287.0478    2.1441324    38.906622   0.14164042 
   70400   -937.83274    51.130992   -886.70175    1831.3267    7027.6601    2.1711173    37.938212   0.14514581 
   70500   -939.25385    55.197766   -884.05609    1976.9838   -905.45582    2.1526622    42.802879   0.14106568 
   70600   -941.99643    46.860418   -895.13601    1678.3702   -732.46551    2.1650561    37.824647   0.14943672 
   70700   -944.53987    52.690634   -891.84923    1887.1874   -3998.4191    2.1594982    45.429801   0.13728798 
   70800   -939.02457      51.0452   -887.97937     1828.254    928.80444    2.1583189    36.311572   0.14153285 
   70900   -940.99431    50.672349   -890.32196    1814.8998   -1177.1565     2.156444    43.754592    0.1338417 
   71000   -944.97033    47.782381   -897.18795    1711.3916    1321.6836    2.1755597    41.401747   0.14211403 
   71100   -939.41399    49.478253   -889.93573    1772.1316    774.57089    2.1609726    42.995527   0.15325185 
   71200   -939.92106    51.015622   -888.90543    1827.1946   -1653.4033      2.15278    39.057146    0.1477556 
   71300   -949.81661    51.456437   -898.36017     1842.983   -1562.7076    2.1771689     37.11402   0.13357161 
   71400   -940.60173    47.731322   -892.87041    1709.5629    3214.8121    2.1681752    36.664043   0.14570462 
   71500   -939.83302    51.284294   -888.54873    1836.8174   -2313.2145    2.1532471    37.981828   0.14547208 
   71600   -940.57126    48.185728   -892.38553     1725.838   -1665.4087    2.1563466     42.30096   0.12240226 
   71700    -946.2352    48.237867   -897.99733    1727.7055     4446.317    2.1848993    43.600406   0.13442475 
   71800   -936.62276    49.396137   -887.22662    1769.1905   -1769.0033    2.1454051    37.980585   0.13541171 
   71900   -941.19996      50.8259   -890.37406    1820.3994   -5086.0163    2.1462975    39.382738   0.13844165 
   72000   -942.81401     50.48374   -892.33027    1808.1445    8726.9218    2.1860878    38.725862   0.13520429 
   72100   -933.92747    50.485095   -883.44237     1808.193    6061.3765    2.1624845    37.848963   0.15833617 
   72200    -936.5677     51.33536   -885.23234    1838.6464   -10796.536    2.1267472    41.407497   0.13678642 
   72300   -937.80075    46.627398   -891.17335    1670.0243    4920.7797    2.1681703    40.100272   0.14535531 
   72400   -942.35802    51.706931   -890.65109    1851.9547    9014.9647    2.1910441    41.272168    0.1481315 
   72500   -931.11142    49.610409   -881.50101    1776.8649   -7815.5949    2.1213183    42.829786   0.14039617 
   72600   -942.02917    52.992465   -889.03671    1897.9979    -7071.169     2.146345    46.118836   0.12694998 
   72700    -940.7546     50.09683   -890.65777    1794.2868    10005.553    2.1879291    42.942236   0.14910389 
   72800   -944.18757    54.129892   -890.05767    1938.7364   -3130.3098    2.1582147    35.777303   0.14333957 
   72900   -937.85604    56.080169   -881.77587    2008.5883   -8054.8948    2.1268772     37.24211   0.14048025 
   73000   -941.39308     50.77922   -890.61386    1818.7275    5845.0194    2.1776542    39.168364   0.15197505 
   73100   -940.91335    49.099773   -891.81358    1758.5758   -879.44387    2.1596539    41.483915   0.13107723 
   73200   -940.10561    50.386403    -889.7192    1804.6582   -4418.9507    2.1502334    45.557746    0.1331984 
   73300    -935.6851    50.211281   -885.47382     1798.386    5215.9872    2.1630948    43.101284   0.14146993 
   73400   -929.39183    54.983917   -874.40791    1969.3245    1316.8136    2.1352947    45.211962   0.14201323 
